Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_price,Price,kilometers_driven_log,price_log,power_log,Brand,Model
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,52000,CNG,Manual,Second,15.1,1196,73,5,11.57,2.6,10.858999,0.955511445,4.290459441,Maruti,Eeco
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497,108.5,5,11.47,9.22,8.496990484,2.221375038,4.686750173,Tata,Nexon
Hyundai EON Era Plus,Jaipur,2013,70000,Petrol,Manual,First,21.1,814,55.2,5,11.57,1.8,11.15625052,0.587786665,4.010962953,Hyundai,EON
Tata Indica DLS,Hyderabad,2005,100000,Diesel,Manual,Second,13.5,1405,94,5,11.57,1.3,11.51292546,0.262364264,,Tata,Indica
BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,Diesel,Automatic,First,14.69,2993,258,5,11.57,31.75,11.08622651,3.457892725,5.552959585,BMW,5
Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77,1248,88.76,7,11.57,5.99,10.90722123,1.790091412,4.485936098,Maruti,Ertiga
Honda Amaze E i-Vtech,Kochi,2015,51361,Petrol,Manual,First,18,1198,86.7,5,11.57,4.94,10.84663441,1.597365331,4.462453884,Honda,Amaze
Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Petrol,Manual,Third,16.6,1388,68,5,11.57,1.5,11.73606902,0.405465108,4.219507705,Ford,Fiesta
Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Petrol,Manual,Third,13.5,1799,130,5,11.57,3.25,11.09741002,1.178654996,4.86753445,Honda,Civic
Maruti Wagon R LX DUO BSIII,Hyderabad,2007,65047,LPG,Manual,First,17.3,1061,57.5,5,11.57,1.95,11.08286536,0.667829373,4.051784948,Maruti,Wagon
Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77,1248,88.8,7,11.57,6.5,10.01148958,1.871802177,4.48638665,Maruti,Ertiga
Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24,1120,70,5,11.57,3.71,11.0542178,1.311031877,4.248495242,Hyundai,Grand
Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Petrol,Manual,First,20.14,1197,81.86,5,11.57,5,10.34174248,1.609437912,4.405010471,Hyundai,Xcent
Hyundai i10 Era,Ahmedabad,2008,60000,Petrol,Manual,First,19.81,1086,68.05,5,11.57,1.99,11.00209984,0.688134639,4.220242729,Hyundai,i10
Honda Amaze S i-Vtech,Mumbai,2017,32006,Petrol,Manual,First,18,1198,86.7,5,11.57,4.25,10.37367866,1.446918983,4.462453884,Honda,Amaze
Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698,179.5,5,11.57,8,11.26446411,2.079441542,5.190175208,Audi,A6
Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Petrol,Manual,First,20.36,1197,78.9,5,11.57,2.95,9.157888512,1.08180517,4.368181228,Hyundai,i10
Renault KWID RXT Optional,Pune,2018,5000,Petrol,Manual,First,25.17,799,53.3,5,4.9,3.5,8.517193191,1.252762968,3.975936331,Renault,KWID
Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,11.57,16,11.00209984,2.772588722,4.947340444,Audi,A4
Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Petrol,Manual,First,22.74,796,47.3,5,11.57,2.75,10.81977828,1.011600912,3.856510295,Maruti,Alto
Honda City i VTEC VX Option,Delhi,2015,53000,Petrol,Manual,First,17.8,1497,117.3,5,11.57,6.95,10.87804719,1.93874166,4.764734756,Honda,City
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Petrol,Automatic,Second,11.74,1796,186,5,11.57,12.5,11.06663836,2.525728644,5.225746674,Mercedes-Benz,New
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967,241.4,5,11.57,36.83,10.68800534,3.60631273,5.486455309,Audi,Q5
Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Petrol,Manual,First,16.2,1199,74,5,11.57,2.7,10.50317534,0.993251773,4.304065093,Volkswagen,Polo
Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396,88.7,5,11.57,9.9,10.46310334,2.292534757,4.485259889,Hyundai,Creta
Honda City 1.5 V MT,Kochi,2011,94832,Petrol,Manual,First,17,1497,118,5,11.57,3.83,11.45986218,1.342864803,4.770684624,Honda,City
Honda City 1.5 S MT,Coimbatore,2012,88381,Petrol,Manual,First,17,1497,118,5,11.57,5.25,11.38941229,1.658228077,4.770684624,Honda,City
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598,118,5,11.57,7.75,10.71871961,2.047692843,4.770684624,Maruti,S
Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Petrol,Manual,Second,16.51,1586,103.2,5,11.57,2.46,11.09741002,0.90016135,4.636668853,Maruti,SX4
Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248,74,5,11.57,3.96,10.56043744,1.376244025,4.304065093,Maruti,Swift
Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77,1248,88.8,7,11.57,8.25,10.59663473,2.1102132,4.48638665,Maruti,Ertiga
Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Petrol,Manual,First,18.6,1197,81.83,5,11.57,7.58,9.934598548,2.0255132,4.404643925,Hyundai,i20
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24,1120,70,5,11.57,3.99,11.1987899,1.383791231,4.248495242,Hyundai,Grand
Honda City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.4,1497,117.3,5,11.57,6.25,10.9014873,1.832581464,4.764734756,Honda,City
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598,103.5,5,11.57,5,11.44035477,1.609437912,4.639571613,Skoda,Rapid
Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11,2987,198.5,5,11.57,4.65,11.53272809,1.53686722,5.2907891,Mercedes-Benz,E-Class
Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199,194.3,7,11.57,21.37,10.27093922,3.061988069,5.269403356,Hyundai,Santa
Maruti Alto LXi,Hyderabad,2007,52195,Petrol,Manual,First,19.7,796,46.3,5,11.57,1.75,10.86274198,0.559615788,3.835141961,Maruti,Alto
ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499,134,5,11.57,16.09,9.92436803,2.778197961,4.8978398,ISUZU,D-MAX
Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396,88.7,5,11.57,4.1,10.54534144,1.410986974,4.485259889,Hyundai,Verna
Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20,1399,68,5,11.57,3.56,11.43911745,1.269760545,4.219507705,Ford,Figo
Honda City 1.5 S MT,Pune,2010,43000,Petrol,Manual,Second,17,1497,118,5,11.57,4.21,10.66895539,1.437462648,4.770684624,Honda,City
Maruti Swift VDI BSIV W ABS,Coimbatore,2016,70478,Diesel,Manual,First,17.8,1248,94,5,11.57,6.86,11.16305588,1.925707442,,Maruti,Swift
Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.9,1582,126.2,5,11.57,6.6,10.95080655,1.887069649,4.83786795,Hyundai,Verna
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Petrol,Automatic,First,13,1591,121.3,5,11.57,14.35,10.38696253,2.663749942,4.798266816,Hyundai,Creta
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498,89.84,5,11.57,9.5,10.37349118,2.251291799,4.49803031,Ford,Ecosport
BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.2,2993,241,4,11.57,21.9,10.98529272,3.086486637,5.484796933,BMW,X6
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,Diesel,Automatic,First,18.12,1995,190,5,11.57,30.45,11.24461455,3.416085994,5.247024072,BMW,5
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498,99,5,11.57,5.1,11.51292546,1.62924054,4.59511985,Ford,Figo
Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Petrol,Automatic,First,17,1591,121.3,5,11.57,5.44,10.52099482,1.693779061,4.798266816,Hyundai,Verna
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.8,1399,68,5,11.57,1.6,11.81303006,0.470003629,4.219507705,Ford,Ikon
Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,Diesel,Automatic,First,17.68,1968,174.33,5,11.57,16.67,10.91257622,2.813610697,5.160950055,Audi,A6
Honda CR-V Sport,Hyderabad,2010,67758,Petrol,Manual,First,10.8,2354,94,5,11.57,9.5,11.12369781,2.251291799,,Honda,CR-V
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,2012,56200,Petrol,Automatic,First,15,1396,98.6,5,11.57,3.85,10.93667204,1.348073148,4.591071262,Hyundai,i20
Toyota Fortuner 2.8 4WD MT,Kochi,2011,169006,Diesel,Manual,First,14.24,2755,174.5,7,36.69,10.64,12.0376895,2.364620484,5.161924742,Toyota,Fortuner
Renault KWID RXT,Bangalore,2016,20229,Petrol,Manual,First,25.17,799,53.3,5,11.57,3.5,9.914872497,1.252762968,3.975936331,Renault,KWID
Chevrolet Spark 1.0 LT,Chennai,2008,62000,Petrol,Manual,Third,18,995,62,5,11.57,1.1,11.03488966,0.09531018,4.127134385,Chevrolet,Spark
Hyundai Verna Transform VTVT,Hyderabad,2011,51500,Petrol,Manual,Second,16.2,1599,103.2,5,11.57,2.6,10.84933709,0.955511445,4.636668853,Hyundai,Verna
BMW 3 Series 320d Sport Line,Hyderabad,2012,69000,Diesel,Automatic,First,18.88,1995,184,5,11.57,18.5,11.14186178,2.917770732,5.214935758,BMW,3
Hyundai Santro Xing XP,Bangalore,2004,167000,Petrol,Manual,First,0,1086,94,5,11.57,1.35,12.02574909,0.300104592,,Hyundai,Santro
Maruti Swift Dzire VDI,Hyderabad,2015,62476,Diesel,Manual,First,26.59,1248,74,5,11.57,7.95,11.04253776,2.073171929,4.304065093,Maruti,Swift
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,2017,60500,Diesel,Manual,First,25.4,1186,73.97,5,11.57,5.49,11.01039864,1.702928256,4.303659606,Hyundai,Xcent
Honda Jazz V CVT,Mumbai,2017,17978,Petrol,Automatic,First,19,1199,88.7,5,10.1,6.95,9.796904067,1.93874166,4.485259889,Honda,Jazz
Tata Indigo LS,Jaipur,2008,300000,Diesel,Manual,First,17,1405,70,5,11.57,1,12.61153775,0,4.248495242,Tata,Indigo
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,2013,123000,Diesel,Manual,Second,17.8,1399,67,5,11.57,4.45,11.71993963,1.492904096,4.204692619,Ford,Fiesta
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,2016,45296,Diesel,Manual,First,25.1,1248,88.5,5,12.53,6.99,10.72097401,1.944480556,4.483002552,Maruti,S-Cross
Maruti SX4 Zxi with Leather BSIII,Coimbatore,2008,77325,Petrol,Manual,First,15.6,1586,104.68,5,11.57,3.51,11.2557726,1.255616037,4.650908078,Maruti,SX4
Maruti Baleno Zeta Automatic,Kochi,2018,25858,Petrol,Automatic,First,21.4,1197,83.1,5,11.57,7.54,10.16037531,2.020222182,4.420044702,Maruti,Baleno
Maruti Ritz LDi,Bangalore,2016,120000,Diesel,Manual,First,23.2,1248,73.94,5,11.57,3.65,11.69524702,1.294727168,4.303253954,Maruti,Ritz
Hyundai Elantra CRDi SX AT,Ahmedabad,2016,22000,Diesel,Automatic,First,19.5,1582,126.24,5,11.57,16,9.998797732,2.772588722,4.838184857,Hyundai,Elantra
Chevrolet Spark 1.0 LT,Kolkata,2012,11000,Petrol,Manual,First,16.2,995,62.1,5,11.57,1.4,9.305650552,0.336472237,4.128745989,Chevrolet,Spark
Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.6,1197,81.83,5,11.57,6.45,8.268731832,1.864080131,4.404643925,Hyundai,i20
Hyundai Xcent 1.1 CRDi Base,Hyderabad,2016,106092,Diesel,Manual,First,24.4,1120,71,5,11.57,4.4,11.57206192,1.481604541,4.262679877,Hyundai,Xcent
Honda Jazz 1.2 V CVT i VTEC,Delhi,2015,27000,Petrol,Automatic,First,19,1199,88.7,5,11.57,5.95,10.20359214,1.78339122,4.485259889,Honda,Jazz
Honda Brio S MT,Ahmedabad,2013,11000,Petrol,Manual,First,19.4,1198,86.8,5,11.57,3.9,9.305650552,1.360976553,4.463606622,Honda,Brio
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2016,39753,Diesel,Automatic,First,13,2143,201.1,5,11.57,35.28,10.59044059,3.563316231,5.303802297,Mercedes-Benz,E-Class
Tata Hexa XT,Pune,2017,39800,Diesel,Manual,First,17.6,2179,153.86,7,20.87,14.25,10.59162219,2.656756907,5.036043098,Tata,Hexa
Hyundai Xcent 1.1 CRDi Base,Pune,2017,73000,Diesel,Manual,First,24.4,1120,71,5,11.57,4.5,11.19821472,1.504077397,4.262679877,Hyundai,Xcent
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,2015,55000,Diesel,Manual,First,22.7,1498,89.84,5,11.57,7.5,10.91508846,2.014903021,4.49803031,Ford,Ecosport
Tata Nano XTA,Coimbatore,2017,18351,Petrol,Automatic,First,21.9,624,37.48,4,11.57,3.41,9.817439348,1.226712291,3.623807457,Tata,Nano
Honda Brio VX,Pune,2013,45000,Petrol,Manual,Second,19.4,1198,86.8,5,11.57,3.25,10.71441777,1.178654996,4.463606622,Honda,Brio
Maruti Ertiga SHVS ZDI Plus,Hyderabad,2016,112200,Diesel,Manual,First,24.52,1248,88.5,7,11.57,8.3,11.62803827,2.116255515,4.483002552,Maruti,Ertiga
Hyundai i10 Sportz 1.2,Bangalore,2010,29000,Petrol,Manual,First,20.36,1197,78.9,5,11.57,3.45,10.27505111,1.238374231,4.368181228,Hyundai,i10
Hyundai Santro Xing XO,Hyderabad,2007,57309,Petrol,Manual,First,17,1086,94,5,11.57,2.1,10.95621296,0.741937345,,Hyundai,Santro
Mahindra XUV500 W10 2WD,Mumbai,2015,53392,Diesel,Manual,First,16,2179,140,7,11.57,11.95,10.8854162,2.480731278,4.941642423,Mahindra,XUV500
Volkswagen Vento Diesel Highline,Hyderabad,2010,71000,Diesel,Manual,First,20.54,1598,103.6,5,11.57,4.25,11.17043516,1.446918983,4.64053733,Volkswagen,Vento
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,93000,Diesel,Manual,First,14,2179,138.1,7,11.57,8.25,11.44035477,2.1102132,4.92797806,Tata,Safari
Honda Accord 2.4 Elegance M/T,Hyderabad,2010,119000,Petrol,Manual,First,10.2,2354,180,5,11.57,5.95,11.68687877,1.78339122,5.192956851,Honda,Accord
Maruti Eeco 7 Seater Standard,Coimbatore,2016,42225,Petrol,Manual,First,15.1,1196,73,7,4.98,4.3,10.65076774,1.458615023,4.290459441,Maruti,Eeco
Maruti Swift VDI,Ahmedabad,2012,65000,Diesel,Manual,First,22.9,1248,74,5,11.57,3.9,11.08214255,1.360976553,4.304065093,Maruti,Swift
Maruti Baleno Zeta Automatic,Pune,2016,27809,Petrol,Automatic,First,21.4,1197,83.1,5,11.57,6.41,10.23311499,1.857859271,4.420044702,Maruti,Baleno
Mahindra XUV500 W8 2WD,Coimbatore,2015,65100,Diesel,Manual,First,15.1,2179,140,7,11.57,8.36,11.08367983,2.123458427,4.941642423,Mahindra,XUV500
Hyundai Xcent 1.2 Kappa S,Chennai,2014,51000,Petrol,Manual,First,19.1,1197,82,5,11.57,3.85,10.83958091,1.348073148,4.406719247,Hyundai,Xcent
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,10000,Diesel,Automatic,First,19.27,2143,167.62,5,11.57,36,9.210340372,3.583518938,5.121699513,Mercedes-Benz,New
Skoda Superb 1.8 TSI MT,Kolkata,2011,54895,Petrol,Manual,First,13.14,1798,160,5,11.57,7.5,10.91317755,2.014903021,5.075173815,Skoda,Superb
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2015,80768,Diesel,Manual,First,20.14,1498,88.73,5,11.57,5.7,11.29933613,1.740466175,4.485598051,Volkswagen,CrossPolo
Maruti Ignis 1.2 Delta,Kochi,2019,12076,Petrol,Manual,First,20.89,1197,81.8,5,5.9,5.5,9.398975291,1.704748092,4.404277244,Maruti,Ignis
Maruti Swift VDI BSIV,Chennai,2016,49000,Diesel,Manual,First,25.2,1248,74,5,11.57,5.9,10.79957558,1.774952351,4.304065093,Maruti,Swift
Honda City i VTEC VX Option,Mumbai,2015,42366,Petrol,Manual,First,17.8,1497,117.3,5,11.57,7.75,10.65410143,2.047692843,4.764734756,Honda,City
BMW 5 Series 530d Highline Sedan,Ahmedabad,2010,68000,Diesel,Automatic,First,11.5,2993,235,5,11.57,18,11.12726298,2.890371758,5.459585514,BMW,5
Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5,1896,106,5,11.57,4.4,11.71502514,1.481604541,4.663439094,Skoda,Laura
Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21,1197,103.5,5,11.66,8.27,10.83040166,2.112634509,4.639571613,Volkswagen,Polo
Renault Duster 85PS Diesel RxL,Ahmedabad,2014,55300,Diesel,Manual,First,19.87,1461,83.8,5,11.57,4.75,10.92052819,1.558144618,4.428433007,Renault,Duster
Honda City 1.5 S AT,Hyderabad,2008,73095,Petrol,Automatic,First,16.8,1497,118,5,11.57,3.8,11.19951524,1.335001067,4.770684624,Honda,City
Volkswagen Vento Diesel Highline,Ahmedabad,2011,51100,Diesel,Manual,First,20.54,1598,103.6,5,11.57,3.4,10.84153978,1.223775432,4.64053733,Volkswagen,Vento
Hyundai Grand i10 Sportz,Pune,2016,13436,Petrol,Manual,Second,18.9,1197,82,5,11.57,4.7,9.505692951,1.547562509,4.406719247,Hyundai,Grand
Ford Fiesta 1.4 ZXi Duratec,Pune,2008,76000,Petrol,Manual,Second,16.6,1388,68,5,11.57,1.49,11.23848862,0.39877612,4.219507705,Ford,Fiesta
Hyundai Xcent 1.1 CRDi S,Mumbai,2016,63141,Diesel,Manual,Second,24.4,1120,71,5,11.57,4.5,11.0531256,1.504077397,4.262679877,Hyundai,Xcent
Honda Amaze VX i-DTEC,Hyderabad,2014,74885,Diesel,Manual,First,25.8,1498,98.6,5,11.57,5.4,11.22370888,1.686398954,4.591071262,Honda,Amaze
Honda City i VTEC CVT VX,Hyderabad,2016,14000,Petrol,Automatic,First,18,1497,117.3,5,11.57,11.5,9.546812609,2.442347035,4.764734756,Honda,City
Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,20.4,1461,108.5,5,11.57,3.5,10.93310697,1.252762968,4.686750173,Renault,Fluence
BMW 5 Series 520d Luxury Line,Ahmedabad,2010,46000,Diesel,Automatic,First,22.48,1995,190,5,63.71,16.5,10.73639668,2.803360381,5.247024072,BMW,5
Maruti SX4 ZXI MT BSIV,Mumbai,2012,51800,Petrol,Manual,First,15.5,1586,103.3,5,11.57,3.9,10.85514543,1.360976553,4.637637376,Maruti,SX4
Honda City ZX CVT,Hyderabad,2007,81000,Petrol,Automatic,First,16.4,1497,78,5,11.57,3.25,11.30220443,1.178654996,4.356708827,Honda,City
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,2018,17370,Petrol,Manual,First,17,1198,73.75,5,11.57,5.84,9.762499859,1.764730797,4.300680995,Volkswagen,Ameo
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17,1198,73.75,5,11.57,5.75,9.8231448,1.749199855,4.300680995,Volkswagen,Ameo
Audi A4 2.0 TDI Multitronic,Delhi,2010,59000,Diesel,Automatic,First,16.55,1968,140,5,11.57,10,10.98529272,2.302585093,4.941642423,Audi,A4
Maruti Wagon R VXI,Mumbai,2006,141537,Petrol,Manual,Second,18.9,998,67.1,5,11.57,1.05,11.86031645,0.048790164,4.206184044,Maruti,Wagon
Hyundai Verna SX CRDi AT,Delhi,2013,51000,Diesel,Automatic,First,19.08,1582,126.32,5,11.57,5.64,10.83958091,1.729884066,4.83881837,Hyundai,Verna
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,Diesel,Automatic,First,17.9,2143,170,5,64.57,50.97,10.28571815,3.931237224,5.135798437,Mercedes-Benz,GLC
BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76,1995,190,5,60.88,29.95,10.34174248,3.399529325,5.247024072,BMW,3
Honda Mobilio V Option i DTEC,Mumbai,2014,80000,Diesel,Manual,Second,24.2,1498,98.6,7,11.57,4.85,11.28978191,1.578978705,4.591071262,Honda,Mobilio
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,Diesel,Automatic,First,17.01,1582,126.2,5,11.57,14.5,10.40426284,2.674148649,4.83786795,Hyundai,Creta
Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17,1497,118,5,11.57,5.5,11.17823564,1.704748092,4.770684624,Honda,City
Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,Diesel,Manual,First,17.8,1399,68,5,11.57,3.2,11.35040654,1.16315081,4.219507705,Ford,Fiesta
Maruti Swift Dzire LDI,Chennai,2016,91000,Diesel,Manual,First,26.59,1248,74,5,11.57,4.5,11.41861479,1.504077397,4.304065093,Maruti,Swift
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,Diesel,Automatic,First,13,2143,204,5,11.57,30.72,11.20077309,3.424913908,5.318119994,Mercedes-Benz,E-Class
Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.5,1991,147.9,7,11.57,3.5,12.35449265,1.252762968,4.99653637,Chevrolet,Captiva
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,Diesel,Manual,First,12.8,2494,102,7,11.57,6.99,11.75256422,1.944480556,4.624972813,Toyota,Innova
Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21,1493,100,7,11.57,3.45,10.98216921,1.238374231,4.605170186,Mahindra,Quanto
Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.4,1497,117.3,5,11.57,6.57,11.06379056,1.882513832,4.764734756,Honda,City
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,11.57,17.5,10.59663473,2.862200881,5.160950055,Audi,A4
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,Diesel,Manual,First,22.07,1199,73.9,5,11.57,3.75,11.25732329,1.32175584,4.302712828,Volkswagen,Polo
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8,1497,121.36,5,13.23,9.99,9.546812609,2.301584593,4.798761335,Ford,EcoSport
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,Diesel,Manual,First,12.99,2494,100,7,11.57,8.2,11.3518408,2.104134154,4.605170186,Toyota,Innova
Honda City 1.5 EXI,Jaipur,2005,123000,Petrol,Manual,Third,13,1493,100,5,11.57,1.1,11.71993963,0.09531018,4.605170186,Honda,City
Maruti SX4 Green Vxi (CNG),Kochi,2015,61000,CNG,Manual,First,22.1,1586,85.7,5,11.57,3.89,11.01862914,1.358409158,4.450852826,Maruti,SX4
Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,Petrol,Manual,First,24.7,796,47.3,5,11.57,2.45,11.0621596,0.896088025,3.856510295,Maruti,Alto
Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,Diesel,Automatic,First,8.7,2987,224.34,5,11.57,13.75,10.87804719,2.621038824,5.413162758,Mercedes-Benz,M-Class
Maruti Swift Dzire LDI,Kolkata,2017,60000,Diesel,Manual,First,26.59,1248,74,5,11.57,3,11.00209984,1.098612289,4.304065093,Maruti,Swift
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,Diesel,Manual,First,24.3,1248,88.5,5,11.06,9.25,10.40426284,2.224623552,4.483002552,Maruti,Vitara
Volvo S60 D5 Summum,Mumbai,2013,31000,Diesel,Automatic,First,13.2,2400,215,5,11.57,17.65,10.34174248,2.870735783,5.370638028,Volvo,S60
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7,11.57,18.25,11.27720313,2.90416508,5.12693575,Toyota,Fortuner
Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,Diesel,Manual,First,23,1396,90,5,11.57,3.45,11.12599748,1.238374231,4.49980967,Hyundai,i20
Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11,1968,174.33,5,11.57,23.75,10.98478412,3.16758253,5.160950055,Audi,A4
Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64,1461,108.5,5,17.21,5.45,11.00209984,1.695615609,4.686750173,Nissan,Terrano
Maruti Celerio ZXI AMT,Coimbatore,2017,35225,Petrol,Automatic,First,23.1,998,67.04,5,6.56,5.25,10.46951134,1.658228077,4.205289456,Maruti,Celerio
Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,15.9,1298,94,5,11.57,1.1,11.14902448,0.09531018,,Maruti,Esteem
Hyundai i10 Sportz AT,Delhi,2012,62282,Petrol,Automatic,First,16.95,1197,78.9,5,11.57,2.9,11.03942774,1.064710737,4.368181228,Hyundai,i10
BMW 3 Series 320d,Hyderabad,2010,80000,Diesel,Automatic,First,22.69,1995,190,5,47.2,14.2,11.28978191,2.653241965,5.247024072,BMW,3
Hyundai Grand i10 Sportz,Kochi,2018,43698,Petrol,Manual,First,18.9,1197,82,5,11.57,5.8,10.68505761,1.757857918,4.406719247,Hyundai,Grand
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,Petrol,Automatic,First,18.9,1197,82,5,11.57,7.22,10.24181521,1.976854953,4.406719247,Hyundai,Grand
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9,1197,81.86,5,6.82,4.87,10.27818413,1.583093937,4.405010471,Hyundai,Grand
Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,Petrol,Manual,First,16.47,1198,74,5,11.57,3.3,11.05089001,1.193922468,4.304065093,Volkswagen,Polo
Honda City ZX EXi,Hyderabad,2007,91000,Petrol,Manual,Second,17.7,1497,78,5,11.57,3,11.41861479,1.098612289,4.356708827,Honda,City
Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,Diesel,Automatic,First,17.9,2143,136,5,11.57,26,10.30895266,3.258096538,4.912654886,Mercedes-Benz,GLA
Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,Petrol,Manual,First,14,796,35,5,11.57,2.9,10.10932216,1.064710737,3.555348061,Maruti,Omni
